dr7objid,ra,dec,label
587736783071019156,243.9359130859375,31.963947296142575,spiral
587736546312323291,227.9055938720703,5.397577285766602,spiral
587731513154535471,45.97046661376953,0.415272980928421,elliptical
588010359615258696,162.04962158203125,4.998579025268555,elliptical
587739827669237918,225.5132598876953,21.326948165893555,elliptical
587742061061668951,157.46498107910156,19.833162307739254,spiral
587732582591692862,163.04864501953125,58.4381103515625,spiral
587736584975286330,240.75108337402344,27.010276794433597,spiral
587736542558617617,223.17306518554688,7.93186616897583,elliptical
587733398652649529,256.0052795410156,25.05408477783203,elliptical
587739720835334202,214.3378143310547,26.857446670532227,spiral
588013383283376276,193.853515625,52.2677116394043,spiral
587726033871241253,207.6338806152344,3.194160223007202,spiral
587739610235011151,176.64337158203125,33.10641860961914,elliptical
587741532770598932,134.4695587158203,20.12252616882324,elliptical
587739719220854813,204.35345458984372,27.419212341308597,spiral
587733429234237557,222.6938323974609,54.41120529174805,elliptical
587725552290889771,211.489013671875,65.69073486328125,elliptical
587725551199780967,129.80401611328125,53.623512268066406,spiral
587733440511017023,236.21348571777344,43.51405715942383,elliptical
588848899917611022,191.23910522460935,-0.0431345589458942,elliptical
587741829117182020,157.42599487304688,22.36064338684082,elliptical
587742615635951733,241.349365234375,14.647669792175291,elliptical
587733412066754684,241.9235382080078,38.93074798583984,elliptical
587733081884655640,176.12109375,55.65223693847656,spiral
587738568177287258,209.9275665283203,12.736823081970217,elliptical
587739380455702639,230.0456085205078,25.722036361694336,elliptical
587739305286303781,172.410888671875,35.514644622802734,spiral
587739115246714953,146.23570251464844,31.097843170166016,spiral
587728880337616949,148.0029754638672,4.150752544403076,lenticular
587733608548728917,236.1122283935547,47.006744384765625,elliptical
587739406781710421,183.7955322265625,34.61192321777344,elliptical
587742062118895892,119.51834106445312,10.31308364868164,elliptical
587739405719765020,215.30455017089844,29.99350357055664,spiral
588297863655981091,175.19729614257812,46.54050064086914,elliptical
587728679538327588,165.76760864257812,64.77421569824219,elliptical
587741489298604048,169.5695037841797,28.260438919067383,spiral
588848900441833621,162.4215087890625,0.3630961179733276,elliptical
587729386068639824,143.4869842529297,51.52904891967773,spiral
587731512618582090,48.010379791259766,-0.078477643430233,elliptical
587736916759412744,236.14108276367188,10.29315185546875,spiral
587725551746285647,166.9733428955078,66.60470581054688,spiral
587736915149389862,237.23272705078125,8.845654487609863,irregular
587736584965324913,216.8509826660156,37.47141647338867,elliptical
588011123578503259,193.65087890625,62.22899627685547,elliptical
587726014011015340,216.13821411132807,1.1773189306259155,spiral
588017627219886093,156.0946044921875,41.70694351196289,elliptical
588017991765065741,208.01292419433597,9.53128433227539,elliptical
587738615417208885,176.17333984375,35.967987060546875,spiral
587742572681625633,161.0960235595703,18.48778343200684,spiral
587731681191329815,130.4217071533203,40.657447814941406,spiral
587732703396102158,144.8469696044922,6.401669502258301,spiral
587733441591116099,250.0945281982422,33.67974853515625,spiral
587733432998756573,256.6521301269531,24.775033950805664,elliptical
587733397572681759,244.35682678222656,35.135746002197266,spiral
587742645164179632,242.6106414794922,12.30567741394043,spiral
587742061067829260,172.28196716308594,21.58601951599121,elliptical
587734622699061348,117.65779876708984,22.99113273620605,elliptical
587741817860653252,160.65882873535156,23.95189094543457,spiral
587731872849461261,120.87061309814452,33.46239471435547,spiral
588017721180225569,179.71914672851562,42.57033920288086,spiral
587733399716757515,238.37042236328125,41.58049392700195,elliptical
587736618788978746,242.31546020507807,25.71245574951172,spiral
587731185125818492,350.1211242675781,-1.002418041229248,elliptical
587731874461450288,122.2474594116211,36.6875114440918,elliptical
587733608553120036,245.73126220703125,39.79163360595703,spiral
587733604267655271,246.8420867919922,39.109642028808594,spiral
588017116131688457,226.3730926513672,39.94448471069336,spiral
587739720298725419,214.8191070556641,26.29859733581543,spiral
588017978908409886,227.5368804931641,31.8878231048584,elliptical
587738946676719730,164.42689514160156,37.65453720092773,elliptical
587742062663041028,135.4727325439453,15.932571411132812,spiral
587741725500702723,174.2674102783203,24.096248626708984,spiral
587734893014876194,164.5316619873047,9.276127815246582,elliptical
587739809948041324,208.8024444580078,25.021434783935547,spiral
587726014001578079,194.53265380859372,1.582189679145813,spiral
587733196235014221,199.6248779296875,54.06643295288086,elliptical
587731886275952714,130.59841918945312,41.90900421142578,spiral
587741489834557471,167.2133331298828,28.475709915161133,spiral
587741708346589192,176.32318115234375,26.767391204833984,spiral
587742775085760572,156.7283172607422,16.123376846313477,elliptical
587738948822892575,160.07418823242188,38.4871826171875,spiral
587739406250803370,200.1327362060547,33.29156494140625,spiral
588018055659716742,240.5982666015625,36.10988998413086,elliptical
587741708323324106,121.5467300415039,12.543508529663086,spiral
587739811572285552,241.1483917236328,16.902996063232422,elliptical
587739720293613588,201.971923828125,28.5081844329834,elliptical
588010136804786184,140.86416625976562,54.82935333251953,elliptical
587735666384044186,227.0975799560547,49.66598892211914,elliptical
588010877695754296,203.80255126953125,3.653355598449707,elliptical
587742062678442042,172.1888427734375,22.928646087646484,elliptical
587742567860994095,160.52349853515625,18.249387741088867,elliptical
588295841247789063,174.12728881835938,49.13134765625,elliptical
587742589333667888,246.204833984375,9.575878143310549,elliptical
587729652884963589,247.7661590576172,41.156044006347656,spiral
587724650328948786,175.87225341796875,-1.667963624000549,elliptical
587732135922761804,183.20411682128903,52.903297424316406,elliptical
588017705070362634,162.08090209960938,12.62941551208496,lenticular
588017603609755683,182.2866973876953,44.00319290161133,spiral
587741602575089717,200.7494659423828,27.116430282592773,spiral
587732484372496398,224.75250244140625,43.40770721435547,elliptical
588009371762819128,174.0276641845703,62.2491569519043,spiral
587741386735091788,119.00261688232422,14.1957368850708,elliptical
587728948510654469,149.859130859375,-0.253935307264328,spiral
588017724408463450,203.33856201171875,6.318700790405273,elliptical
587729751669080067,247.25169372558597,41.284271240234375,spiral
587739132964896855,236.9013671875,26.06378555297852,spiral
587745402542817347,151.44717407226562,14.33874797821045,spiral
587728880877174934,154.0854034423828,4.822009086608887,spiral
587733079206199317,199.12423706054688,52.93365097045898,elliptical
587739302611910793,200.0613555908203,33.143409729003906,elliptical
587732702870044789,169.71241760253906,7.521387100219727,spiral
588017702410649667,219.5425262451172,9.336030006408691,elliptical
587736802936356904,199.08932495117188,13.5018310546875,elliptical
587728670414471408,118.38201904296876,38.73330307006836,elliptical
587731187272122392,347.3344421386719,0.7564950585365295,spiral
587736542561304718,229.44728088378903,7.218278884887695,spiral
587736584974762086,239.6450042724609,27.61825180053711,elliptical
587735044150788273,131.9960174560547,31.785663604736328,elliptical
588017564944433327,165.19981384277344,10.728147506713867,spiral
587729409688142008,249.3184356689453,44.41823959350586,spiral
587735348018544794,138.97915649414062,10.13251781463623,spiral
587739609177063457,218.42225646972656,28.054128646850582,elliptical
587739131891875910,238.0863800048828,24.62660026550293,spiral
587725816409555034,162.60003662109375,64.80946350097656,spiral
587731681193033765,134.4241485595703,43.12747573852539,spiral
587742629072404722,246.7511749267578,9.051003456115724,spiral
587736812058378443,229.88609313964844,9.960016250610352,spiral
587726102563389638,227.8814239501953,4.517495632171631,elliptical
587739828744683727,229.7423858642578,20.81537628173828,spiral
588017720644141084,182.2079315185547,42.24869918823242,elliptical
587737810104287350,116.28021240234376,46.072410583496094,spiral
587729752211456129,256.8643798828125,31.247705459594727,spiral
587741830734151727,173.0050811767578,25.64415740966797,elliptical
587741532784295972,167.6785125732422,28.69314193725586,elliptical
587731521208123453,139.30882263183594,44.48918533325195,elliptical
588017702935461925,191.594482421875,11.876606941223145,elliptical
588017990686146721,196.06268310546875,9.22346019744873,spiral
587739296160481289,162.58009338378906,33.628028869628906,elliptical
587726102561488973,223.5547332763672,4.8415703773498535,elliptical
588017702415892488,231.4691162109375,7.819622993469238,spiral
587735348025163793,154.14544677734375,12.651778221130373,elliptical
587739380990869514,226.12640380859372,27.792848587036133,spiral
587729159518945292,230.50787353515625,3.7517497539520255,elliptical
587729407542624367,250.84640502929688,39.806453704833984,elliptical
587742567322288247,156.2979278564453,17.255552291870117,elliptical
587736782002520108,253.1956329345703,23.243038177490234,elliptical
587739707948204093,219.36607360839844,25.76557159423828,spiral
587739707420901783,241.2828521728516,17.757667541503906,spiral
588017977841942618,243.4418182373047,22.91899871826172,spiral
587732134839255074,150.00784301757812,46.237449645996094,spiral
587738067810779141,135.09425354003906,64.91437530517578,spiral
587738065661001781,130.2613983154297,59.93627166748047,elliptical
588017112371495071,190.2828063964844,48.32760238647461,spiral
587741533310353470,140.92916870117188,22.9090576171875,spiral
588010877691363350,193.71603393554688,3.8848683834075928,elliptical
587728947975421986,153.66482543945312,-0.8309090733528137,spiral
587734304877641984,332.9704895019531,0.1087333410978317,spiral
587738196652982642,121.05484008789062,55.39765930175781,spiral
587736541477994706,207.34860229492188,8.507630348205566,spiral
587731891649118250,168.06954956054688,57.07599639892578,elliptical
587735744227836083,243.2869873046875,30.827043533325195,elliptical
587726102563520598,228.220703125,4.514011859893799,elliptical
588015508217725044,50.5361213684082,-0.8362721800804138,spiral
587726032259973170,206.1074676513672,2.109898090362549,elliptical
587726014552670282,227.040771484375,1.2493425607681274,spiral
588017604147347468,184.54373168945312,44.40047836303711,elliptical
587742061097123964,242.1515655517578,12.330988883972168,spiral
587739651570597904,237.48892211914065,20.80519294738769,spiral
587732482226126924,226.67649841308597,40.58063507080078,elliptical
587731512068866078,18.70281219482422,-0.496133416891098,spiral
588017703486292139,223.9235992431641,9.586780548095703,spiral
587728905023783343,114.77503967285156,29.16006088256836,spiral
587726031716614305,191.3036346435547,1.8048015832901,elliptical
588010359349379183,167.91943359375,4.668874740600586,elliptical
588011219135496313,206.2522430419922,61.28013229370117,spiral
587731874461188154,121.7799072265625,36.23346710205078,spiral
587736783068987469,239.7901306152344,35.02986526489258,spiral
587738065666506880,151.9931182861328,68.36492156982422,spiral
587729386061758695,126.50238800048828,40.98112106323242,elliptical
588017702411042892,220.4789886474609,9.38270092010498,elliptical
587730023333429278,230.94520568847656,5.775197505950928,elliptical
587729653963948206,257.13885498046875,31.805648803710938,spiral
587739809961738260,240.7449188232422,15.842823028564451,elliptical
587738197189001410,118.72694396972656,53.84627151489258,spiral
587733608016511091,245.88644409179688,39.12108612060547,spiral
587738409256747044,162.1420135498047,12.98297882080078,spiral
588297865804382261,178.12184143066406,48.45888519287109,spiral
587742646236479648,239.6986846923828,14.203718185424805,elliptical
588023721783459909,224.0675048828125,20.522390365600582,elliptical
587738572457967665,194.12985229492188,38.61344909667969,spiral
587738410329636918,160.11874389648438,13.622759819030762,elliptical
587736542024368246,229.22463989257807,6.939476013183594,elliptical
588017992311636113,230.46604919433597,7.708817481994629,lenticular
587726102026453183,227.77061462402344,4.2938737869262695,spiral
587742775085826069,156.81138610839844,16.049203872680664,elliptical
587729385534980105,154.2714080810547,54.82050704956055,spiral
587739815317274825,241.5950927734375,19.777956008911133,spiral
587736782539915626,254.3692169189453,22.599328994750977,spiral
587739609168543831,196.3089904785156,31.999717712402344,spiral
587729652350845004,252.0730133056641,35.9001350402832,elliptical
588016840704196932,116.67273712158205,18.734834671020508,elliptical
587739829282078792,231.10324096679688,20.761703491210938,elliptical
587739828212531367,240.33840942382807,16.676597595214844,elliptical
587742062162280500,222.82357788085935,18.68709373474121,irregular
587732484363911180,197.6959686279297,50.092864990234375,spiral
587742903402823741,196.2371063232422,17.568960189819336,elliptical
587739810486616170,213.1210021972656,24.6355037689209,spiral
587735664780640317,243.45501708984372,38.15195083618164,elliptical
587729160055685192,230.34393310546875,4.341699123382568,elliptical
587736808843116599,218.54852294921875,12.714122772216797,spiral
588017627773599777,209.25196838378903,43.36200714111328,elliptical
587734622703976535,127.182861328125,30.40453338623047,elliptical
587731520662536263,120.81436920166016,30.7965030670166,spiral
587733079194009742,154.24456787109375,49.6271858215332,spiral
587736916226867309,245.8838348388672,7.851184844970703,elliptical
588017704553939028,210.0185089111328,12.111507415771484,spiral
587739828212793392,240.81141662597656,16.40282440185547,lenticular
587745243628437519,150.94395446777344,16.43787384033203,elliptical
588010358545055747,170.07415771484375,4.320363998413086,elliptical
587730022795640836,228.7949676513672,5.577595233917236,elliptical
587731185128112152,355.2823486328125,-1.0375638008117676,spiral
587736585516548257,249.8783416748047,21.31692314147949,spiral
587736919968448552,239.00672912597656,30.417407989501957,spiral
588013382744604707,186.7300720214844,52.075660705566406,elliptical
587736543626068026,208.7969665527344,10.021970748901367,elliptical
587739707425161628,250.31982421875,13.39179229736328,elliptical
587733399174709274,224.7496337890625,48.40984344482422,elliptical
587726032777904164,162.81304931640625,2.4378225803375244,elliptical
587725551199322172,128.89349365234375,52.78889846801758,spiral
587736813133430869,233.14553833007807,10.319047927856444,elliptical
588017702940180521,202.57981872558597,11.511808395385742,elliptical
587730022794526857,226.2543487548828,5.796775341033936,spiral
588015508210122861,33.08202362060547,-0.8115167617797852,spiral
587729158980304964,226.53990173339844,3.675060272216797,elliptical
587739407303770121,144.53077697753906,28.057655334472656,spiral
587739707420967061,241.38800048828125,17.60142707824707,elliptical
587742014910431342,223.63121032714844,18.642316818237305,elliptical
587742062698430550,221.28379821777344,19.43160629272461,elliptical
587736915680297059,223.7436065673828,11.698966979980469,lenticular
588017978348732432,163.24607849121094,37.6134147644043,spiral
588017978375274647,236.0355224609375,27.44412612915039,elliptical
587729155743219767,169.6161346435547,65.03218841552734,spiral
587733441047625773,235.9795837402344,44.30595779418945,spiral
587741421639696493,134.34341430664062,22.443172454833984,elliptical
587739407845490709,156.54635620117188,32.0989990234375,elliptical
588010360145838196,147.6461639404297,4.773125171661377,irregular
588017115590230192,213.4168243408203,43.86658477783203,spiral
587739459371991131,219.69126892089844,28.50544166564941,spiral
587736546313043978,229.53504943847656,5.310651779174805,spiral
587742576455647379,216.90570068359372,16.899856567382812,elliptical
588018090544988201,242.429443359375,30.4526424407959,spiral
587739845394563423,243.30284118652344,14.185507774353027,spiral
587741387274059916,123.18550872802734,16.888256072998047,elliptical
587739827130597431,221.2712860107422,21.916215896606445,spiral
588013384357052431,193.6573486328125,53.08999252319336,elliptical
587739707946500122,215.16416931152344,26.86332321166992,spiral
587735660479381523,161.1631622314453,38.759552001953125,spiral
587736546314223755,232.31344604492188,5.060015678405762,elliptical
587728677391171642,168.659912109375,63.36507034301758,spiral
587725551199256712,128.6876983642578,52.71567916870117,spiral
587732482746482752,173.69398498535156,48.95610809326172,elliptical
587742009505874148,121.39208984375,10.39339542388916,spiral
587739845929992334,240.32005310058597,15.645401000976562,elliptical
587739707420836311,241.1648712158203,17.700843811035156,elliptical
587734949663932493,148.50926208496094,10.60824966430664,elliptical
588017991773520201,227.5767059326172,7.705446243286133,spiral
587730848500613723,319.0157470703125,1.0183459520339966,elliptical
587736976349462537,239.0162811279297,24.44804000854492,lenticular
587736783611494418,251.13385009765625,26.68274688720703,elliptical
587731187267403859,336.5609741210937,0.6677945256233215,elliptical
587739720847065139,241.6639404296875,17.76119041442871,elliptical
587739407337259013,232.26585388183597,25.458221435546875,spiral
587742627456024602,233.46554565429688,11.010708808898926,spiral
587732769979760711,177.8960723876953,8.752131462097168,elliptical
588017978373243019,231.41390991210935,29.60354232788086,elliptical
587725816944918615,154.97007751464844,63.95151519775391,elliptical
587726015089868922,227.8823699951172,1.7638875246047974,lenticular
588017979956985887,156.34706115722656,37.44691467285156,elliptical
587731500259541075,155.11807250976562,53.85635757446289,elliptical
587739828751433829,244.90365600585935,15.27829933166504,elliptical
588017978367934481,218.3269805908203,34.73455810546875,spiral
588017605239439565,236.6249542236328,32.117271423339844,spiral
587736899034546245,235.2335662841797,32.783470153808594,spiral
587733603180216440,207.31854248046875,56.927764892578125,elliptical
587733603730587709,246.07345581054688,39.21104431152344,elliptical
587739098594082827,167.4811248779297,36.94649124145508,spiral
587732772121346109,164.13754272460938,9.933937072753906,spiral
587739814778634483,237.367431640625,21.03411865234375,spiral
588007004164522091,133.47962951660156,52.40045166015625,elliptical
587739828748157121,237.60797119140625,18.139583587646484,spiral
587733432460574946,254.1743927001953,26.83847045898437,elliptical
587731521207992332,138.9355010986328,44.2360954284668,elliptical
588848899933339813,227.25439453125,-0.165898397564888,elliptical
587742013272817734,157.86865234375,19.706335067749023,elliptical
587739305286434833,172.68446350097656,35.51252746582031,lenticular
587729651811680468,247.7642059326172,39.838497161865234,spiral
587725469052502129,118.31732940673828,39.05013656616211,spiral
587739809947910156,208.41925048828125,25.07937812805176,elliptical
588010880369492065,179.5115509033203,5.912257194519043,elliptical
587725774531657955,117.89845275878906,42.880104064941406,spiral
587739720846868660,241.2486572265625,17.870357513427734,elliptical
587735661552599116,159.52731323242188,39.17715835571289,spiral
587739708480880742,209.0801696777344,28.536359786987305,elliptical
587729158986203323,239.95704650878903,2.6672170162200928,elliptical
587739406787018756,198.3060607910156,33.98444366455078,spiral
587736477062004749,235.09312438964844,7.283227443695068,spiral
587730022797803649,233.80198669433597,5.063003540039063,spiral
587742611347210626,237.0526580810547,11.27951431274414,spiral
588011102639947790,229.0038604736328,54.482303619384766,spiral
587729971254132942,226.5927734375,-1.7518306970596311,elliptical
587736543096734014,226.19679260253903,8.171185493469238,spiral
587742551757029449,225.6015625,16.198322296142578,elliptical
587733398646816920,245.91094970703125,35.01128005981445,elliptical
587732483300065333,227.65042114257807,41.05472946166992,spiral
587732484353753123,162.03878784179688,48.33153533935547,spiral
587733412059873417,224.6158142089844,48.492374420166016,elliptical
587735697525571602,217.4520721435547,53.96501159667969,elliptical
587729158970933263,205.00059509277344,4.677523136138916,spiral
587735666916261999,212.0898284912109,55.30148696899414,spiral
587725816424366123,233.7126007080078,56.451080322265625,elliptical
587739376702062744,143.2445526123047,27.500080108642575,spiral
587735490823913594,229.16131591796875,41.03019714355469,elliptical
587736976890200124,247.472412109375,20.2325496673584,elliptical
587742550680141846,217.9858245849609,16.770963668823242,elliptical
587739457763213424,223.7022705078125,25.792503356933597,spiral
587725041162518563,172.8694305419922,-1.842625856399536,elliptical
588018055665352787,251.63710021972656,27.31825828552246,elliptical
587736915680952356,225.2361602783203,11.517395973205566,spiral
588018253751713803,224.01821899414065,45.40526580810547,spiral
587739303685324846,199.2501373291016,34.10165786743164,spiral
587739153890214288,119.94424438476562,18.40177154541016,spiral
587735343728033922,149.14657592773438,10.094651222229004,spiral
587739114709909671,146.64476013183594,30.653085708618164,spiral
587742062672478246,157.58432006835938,21.22110366821289,elliptical
587729409148256445,242.7550506591797,49.79539108276367,spiral
587739506087952525,204.85958862304688,31.208011627197266,spiral
587732772660117512,168.4662628173828,10.56339168548584,spiral
587726100411580527,217.8283233642578,3.507202625274658,elliptical
587742013816569920,174.46514892578125,21.97422218322754,elliptical
587739651032678648,235.0367889404297,21.515588760375977,spiral
587739158191603844,150.65225219726562,32.70674514770508,elliptical
587742013818601487,179.46343994140625,22.25810813903809,elliptical
588016891712503849,155.65586853027344,38.57915115356445,elliptical
587731521207992450,138.98133850097656,44.33279037475586,spiral
587739707946893407,216.1688690185547,26.625141143798828,elliptical
587739407338307755,234.81951904296875,24.45509529113769,spiral
587731873923530987,120.66260528564452,34.77644729614258,spiral
587729386607935629,150.98019409179688,54.71525192260742,spiral
587729751134896257,251.6732635498047,36.09040069580078,spiral
587733398109880492,245.2900238037109,34.75906753540039,elliptical
587729226611753088,228.63088989257807,58.84312438964844,spiral
587726031721791515,203.08493041992188,1.566870927810669,spiral
